,Date,avg_tem,avg_hum,max_tem,min_tem,max_hum,min_hum,max_hea,Month,Day,Year
0,1/1/2009,37.8,35,40,34,4,27,40,1,1,2009
1,1/2/2009,43.2,32,52,37,4,16,52,1,2,2009
2,1/3/2009,25.7,60,41,6,8,35,41,1,3,2009
3,1/4/2009,9.3,67,19,0,7,35,32,1,4,2009
4,1/5/2009,23.5,30,30,15,5,13,32,1,5,2009
5,1/6/2009,24.8,42,29,19,5,27,32,1,6,2009
6,1/7/2009,34.2,60,39,27,8,46,39,1,7,2009
7,1/8/2009,42.1,41,51,36,5,28,51,1,8,2009
8,1/9/2009,30.3,46,41,19,8,27,41,1,9,2009
9,1/10/2009,26.2,38,31,22,4,29,32,1,10,2009
10,1/11/2009,30.1,41,36,26,5,29,36,1,11,2009
11,1/12/2009,23.4,60,31,16,8,41,32,1,12,2009
12,1/13/2009,32.4,47,38,28,5,34,38,1,13,2009
13,1/14/2009,33.1,45,39,28,5,34,39,1,14,2009
14,1/15/2009,35.7,42,43,27,5,28,43,1,15,2009
15,1/16/2009,41.6,28,53,32,4,14,53,1,16,2009
16,1/17/2009,40.9,21,54,28,2,11,54,1,17,2009
17,1/18/2009,43.4,15,52,27,2,8,52,1,18,2009
18,1/19/2009,46.6,19,57,36,3,7,57,1,19,2009
19,1/20/2009,40,27,61,16,6,4,61,1,20,2009
20,1/21/2009,48.2,11,55,41,1,6,55,1,21,2009
21,1/22/2009,44.8,40,52,38,6,17,52,1,22,2009
22,1/23/2009,24.8,81,38,12,8,63,38,1,23,2009
23,1/24/2009,35.4,68,47,13,9,40,47,1,24,2009
24,1/25/2009,21,77,39,5,9,45,39,1,25,2009
25,1/26/2009,2.8,73,11,-3,7,65,32,1,26,2009
26,1/27/2009,7.9,51,19,-11,7,25,32,1,27,2009
27,1/28/2009,21.8,43,27,15,5,31,32,1,28,2009
28,1/29/2009,22.5,40,30,15,5,27,32,1,29,2009
29,1/30/2009,36,33,46,27,4,22,46,1,30,2009
30,1/31/2009,38.3,22,45,29,3,14,45,1,31,2009
31,2/1/2009,30.8,26,38,25,4,12,38,2,1,2009
32,2/2/2009,33,33,40,26,4,25,40,2,2,2009
33,2/3/2009,38.6,37,48,31,5,19,48,2,3,2009
34,2/4/2009,43.3,16,55,27,2,7,55,2,4,2009
35,2/5/2009,45.6,15,53,34,2,10,53,2,5,2009
36,2/6/2009,33.4,50,44,20,9,27,44,2,6,2009
37,2/7/2009,34.2,56,43,23,8,35,43,2,7,2009
38,2/8/2009,31.5,65,50,21,8,27,50,2,8,2009
39,2/9/2009,31.2,48,38,26,8,31,38,2,9,2009
40,2/10/2009,25.8,56,33,14,8,36,33,2,10,2009
41,2/11/2009,23.2,53,30,10,7,36,32,2,11,2009
42,2/12/2009,25.9,48,35,11,8,25,35,2,12,2009
43,2/13/2009,19.9,77,29,11,8,54,32,2,13,2009
44,2/14/2009,20.5,75,31,12,8,43,32,2,14,2009
45,2/15/2009,27.8,32,35,16,8,17,35,2,15,2009
46,2/16/2009,38.9,24,46,34,4,15,46,2,16,2009
47,2/17/2009,32.5,44,37,26,8,27,37,2,17,2009
48,2/18/2009,28.3,42,35,24,5,26,35,2,18,2009
49,2/19/2009,27.8,37,34,22,5,23,34,2,19,2009
50,2/20/2009,27.9,36,37,12,8,13,37,2,20,2009
51,2/21/2009,34.7,29,50,8,8,15,50,2,21,2009
52,2/22/2009,44,18,54,34,2,10,54,2,22,2009
53,2/23/2009,44.7,47,53,38,6,27,53,2,23,2009
54,2/24/2009,44.4,41,50,37,6,30,50,2,24,2009
55,2/25/2009,45.8,32,56,33,8,13,56,2,25,2009
56,2/26/2009,35.2,53,43,28,8,24,43,2,26,2009
57,2/27/2009,26.7,45,34,18,7,25,34,2,27,2009
58,2/28/2009,29.1,27,42,16,5,10,42,2,28,2009
59,3/1/2009,40.6,21,58,14,5,9,58,3,1,2009
60,3/2/2009,54,16,62,44,2,11,62,3,2,2009
61,3/3/2009,48.7,30,58,31,4,19,58,3,3,2009
62,3/4/2009,49.1,20,58,30,5,9,58,3,4,2009
63,3/5/2009,38.5,26,46,29,4,14,46,3,5,2009
64,3/6/2009,33.1,36,42,25,7,23,42,3,6,2009
65,3/7/2009,27.8,66,38,19,8,35,38,3,7,2009
66,3/8/2009,36.9,23,47,26,4,10,47,3,8,2009
67,3/9/2009,34.1,41,44,16,8,21,44,3,9,2009
68,3/10/2009,19.5,51,26,11,8,22,32,3,10,2009
69,3/11/2009,29.2,35,46,11,6,11,46,3,11,2009
70,3/12/2009,14.7,74,42,11,8,19,42,3,12,2009
71,3/16/2009,46.3,22,57,36,2,15,57,3,16,2009
72,3/17/2009,48.1,29,58,36,5,16,58,3,17,2009
73,3/18/2009,42.3,42,53,29,6,20,53,3,18,2009
74,3/19/2009,40.2,50,59,21,8,17,59,3,19,2009
75,3/20/2009,41.4,44,57,27,6,22,57,3,20,2009
76,3/21/2009,43.3,44,63,22,8,12,63,3,21,2009
77,3/22/2009,48.7,29,63,30,6,8,63,3,22,2009
78,3/23/2009,35.8,43,42,25,6,31,42,3,23,2009
79,3/24/2009,30.7,36,39,25,4,27,39,3,24,2009
80,3/25/2009,28.1,47,34,18,7,28,34,3,25,2009
81,3/26/2009,16.8,82,25,9,8,72,32,3,26,2009
82,3/27/2009,21.1,64,36,6,8,23,36,3,27,2009
83,3/28/2009,33.1,37,43,24,4,23,43,3,28,2009
84,3/29/2009,40.7,39,52,30,8,18,52,3,29,2009
85,3/30/2009,23.3,37,30,18,5,27,32,3,30,2009
86,3/31/2009,25.8,40,33,17,6,27,33,3,31,2009
87,4/1/2009,24.8,67,34,10.2,87,27,34,4,1,2009
88,4/2/2009,29.1,49,43.4,10.9,82,32,43.4,4,2,2009
89,4/3/2009,36.5,60,46.1,28.7,93,30,46.1,4,3,2009
90,4/4/2009,25.7,67,33.7,18.6,93,40,33.7,4,4,2009
91,4/5/2009,22,55,33.9,9.5,78,29,33.9,4,5,2009
92,4/6/2009,34.3,30,49.4,16.4,52,13,49.4,4,6,2009
93,4/7/2009,45.3,18,55.3,36.3,31,12,55.3,4,7,2009
94,4/8/2009,49.6,22,60.7,35.9,37,11,60.7,4,8,2009
95,4/9/2009,37.4,47,49.5,29.1,91,21,49.5,4,9,2009
96,4/10/2009,35.9,73,49.9,26.4,92,40,49.9,4,10,2009
97,4/11/2009,35,77,49.9,25.6,89,46,49.9,4,11,2009
98,4/12/2009,34.9,82,45.2,27.8,92,55,45.2,4,12,2009
99,4/13/2009,42.7,45,55.7,26,91,21,55.7,4,13,2009
100,4/14/2009,41.9,52,55.8,29.1,76,25,55.8,4,14,2009
101,4/15/2009,43.4,54,58.6,26.6,85,21,58.6,4,15,2009
102,4/16/2009,32.1,91,37.9,26.7,94,80,37.9,4,16,2009
103,4/17/2009,30.8,92,32.4,29.4,94,90,32.4,4,17,2009
104,4/18/2009,33.5,87,43.8,26.6,93,57,43.8,4,18,2009
105,4/19/2009,37.4,58,50.8,18.4,91,30,50.8,4,19,2009
106,4/20/2009,47.3,38,57.8,36.5,56,25,57.8,4,20,2009
107,4/21/2009,51.7,35,64.2,37.2,68,18,64.2,4,21,2009
108,4/22/2009,47,48,62.1,30,83,17,62.1,4,22,2009
109,4/23/2009,52.1,35,67.9,33.1,70,12,74.1,4,23,2009
110,4/24/2009,53.1,38,64.7,40.2,76,18,72.8,4,24,2009
111,4/25/2009,34.7,90,40.1,32.6,93,77,40.1,4,25,2009
112,4/26/2009,37.1,60,44.3,30.3,94,35,44.3,4,26,2009
113,4/27/2009,31.2,80,39.8,25.4,92,35,39.8,4,27,2009
114,4/28/2009,43.5,60,60.9,26.4,89,23,60.9,4,28,2009
115,4/29/2009,52.7,30,65,37.6,65,9,69.4,4,29,2009
116,4/30/2009,42.9,63,53.1,29.4,79,41,53.1,4,30,2009
117,5/1/2009,37.2,87,43.8,33.4,94,73,43.8,5,1,2009
118,5/2/2009,37.7,89,48.5,32.9,94,66,48.5,5,2,2009
119,5/3/2009,42.1,69,53.4,32.7,94,36,53.4,5,3,2009
120,5/4/2009,46.3,50,56.9,36.9,88,22,56.9,5,4,2009
121,5/5/2009,48.9,51,58.3,39.8,87,31,58.3,5,5,2009
122,5/6/2009,54.4,37,68.9,37.3,85,15,74.5,5,6,2009
123,5/7/2009,57.3,30,69.9,44.5,50,14,74.9,5,7,2009
124,5/8/2009,47.1,34,55.6,37.5,52,15,55.6,5,8,2009
125,5/9/2009,42.7,54,55.1,32.2,90,33,55.1,5,9,2009
126,5/10/2009,38,87,43.6,32.9,93,72,43.6,5,10,2009
127,5/11/2009,51.1,59,70.3,31.9,92,13,78.5,5,11,2009
128,5/12/2009,57.8,38,71.6,40.6,79,12,76.2,5,12,2009
129,5/13/2009,51.6,23,59.9,41.8,31,13,59.9,5,13,2009
130,5/14/2009,50.8,32,67.8,30.4,60,16,74.2,5,14,2009
131,5/15/2009,52.6,40,63.4,41.3,62,15,63.4,5,15,2009
132,5/16/2009,47.9,57,60.7,36.2,80,35,60.7,5,16,2009
133,5/17/2009,54.2,44,71.3,32.5,83,16,75.9,5,17,2009
134,5/18/2009,60.4,35,79,36,74,9,77.6,5,18,2009
135,5/19/2009,61.9,32,76.7,46,55,15,78,5,19,2009
136,5/20/2009,62.5,35,69.4,54.4,52,24,77,5,20,2009
137,5/21/2009,50.6,72,55.7,45.1,93,45,55.7,5,21,2009
138,5/22/2009,53.7,67,66.6,37.2,94,38,79,5,22,2009
139,5/23/2009,48.9,83,53.5,43.3,93,69,53.5,5,23,2009
140,5/24/2009,50.7,80,61,43.3,93,59,61,5,24,2009
141,5/25/2009,50.1,68,59.5,43.2,92,43,59.5,5,25,2009
142,5/26/2009,46.5,74,55.7,39.2,92,44,55.7,5,26,2009
143,5/27/2009,48.8,60,65.8,30.4,93,21,76,5,27,2009
144,5/28/2009,49.7,60,66.4,33.2,90,23,76.9,5,28,2009
145,5/29/2009,53.1,56,70.4,34.3,89,22,79,5,29,2009
146,5/30/2009,53.9,58,67.8,42.6,78,27,79.1,5,30,2009
147,5/31/2009,56.3,52,69.9,46.3,78,24,79,5,31,2009
148,6/1/2009,50.6,77,61.2,41.6,92,51,61.2,6,1,2009
149,6/2/2009,42.2,88,48,39.2,93,72,48,6,2,2009
150,6/3/2009,48.3,75,62.9,39.6,91,39,62.9,6,3,2009
151,6/4/2009,57.1,51,71.6,40.3,84,14,78.3,6,4,2009
152,6/5/2009,56.5,53,71.5,40.1,89,17,79.1,6,5,2009
153,6/6/2009,59,23,66.8,46,46,14,73.1,6,6,2009
154,6/7/2009,48.4,47,61,33.4,78,20,61,6,7,2009
155,6/8/2009,47.8,75,59.3,38.5,91,36,59.3,6,8,2009
156,6/9/2009,50.9,65,62.6,40.5,93,27,62.6,6,9,2009
157,6/10/2009,51.3,69,61.8,43.1,92,29,61.8,6,10,2009
158,6/11/2009,48.9,72,60.2,41.1,93,37,60.2,6,11,2009
159,6/12/2009,49.3,70,60.4,36.5,93,37,60.4,6,12,2009
160,6/13/2009,55.4,56,68.6,42,85,20,79.1,6,13,2009
161,6/14/2009,55.1,52,68.3,40.5,82,18,78.9,6,14,2009
162,6/15/2009,49.9,68,63.1,38.6,93,32,63.1,6,15,2009
163,6/16/2009,51.3,66,73.9,34.7,93,18,78.7,6,16,2009
164,6/17/2009,57.3,50,73.2,39.6,87,18,79.1,6,17,2009
165,6/18/2009,58.7,39,71.3,42.3,69,19,78.6,6,18,2009
166,6/19/2009,58.1,44,68.4,46.7,61,27,78.7,6,19,2009
167,6/20/2009,54.5,70,64.3,46.1,92,49,64.3,6,20,2009
168,6/21/2009,61.4,41,73.7,49.9,75,19,79,6,21,2009
169,6/22/2009,61.2,52,77,39.8,89,14,79,6,22,2009
170,6/23/2009,60,60,76.5,41.1,93,22,79.1,6,23,2009
171,6/24/2009,62.8,53,78.6,42.8,88,19,79.1,6,24,2009
172,6/25/2009,61,66,78.1,47.3,88,31,78.7,6,25,2009
173,6/26/2009,61.1,62,75,49.5,92,32,79.1,6,26,2009
174,6/27/2009,63.9,43,76.1,53.6,70,14,79,6,27,2009
175,6/28/2009,62,56,75.3,42.8,92,27,78.6,6,28,2009
176,6/29/2009,62.5,49,78.8,43.2,86,16,79,6,29,2009
177,6/30/2009,63,37,81.2,40.6,74,11,79.1,6,30,2009
178,7/1/2009,62,46,79.2,41.2,91,15,79.2,7,1,2009
179,7/2/2009,58.8,75,75.8,44.9,94,41,78.2,7,2,2009
180,7/3/2009,60.9,68,73.1,53.2,92,39,78.9,7,3,2009
181,7/4/2009,56.2,79,66.8,45.7,92,58,77.3,7,4,2009
182,7/5/2009,55.7,75,69.3,41.6,95,47,78.2,7,5,2009
183,7/6/2009,59.2,56,74,41.2,94,20,79.1,7,6,2009
184,7/7/2009,62.5,51,81.4,42.2,82,13,79.3,7,7,2009
185,7/8/2009,65.5,43,80.5,44.8,93,12,78.7,7,8,2009
186,7/9/2009,60.4,55,75.8,40.9,86,28,78.2,7,9,2009
187,7/10/2009,61.8,55,81.1,42.8,87,13,79.1,7,10,2009
188,7/11/2009,66.1,49,85.3,46.7,87,14,82.2,7,11,2009
189,7/12/2009,67.1,43,78.1,53.2,74,27,79.1,7,12,2009
190,7/13/2009,63.5,54,82.6,43.8,88,21,80.3,7,13,2009
191,7/14/2009,68.1,35,81.4,50.4,69,13,79.3,7,14,2009
192,7/15/2009,64.9,37,81.7,42.5,77,9,79.3,7,15,2009
193,7/16/2009,64,34,80.7,42.2,67,10,79,7,16,2009
194,7/17/2009,63,38,78.3,42.8,67,13,79.1,7,17,2009
195,7/18/2009,61.2,58,76.7,42.9,88,30,79.1,7,18,2009
196,7/19/2009,66.4,43,84.7,43.8,87,14,81.7,7,19,2009
197,7/20/2009,70,34,82.4,58.1,80,14,80,7,20,2009
198,7/21/2009,59.5,74,70.3,52.8,89,47,78.1,7,21,2009
199,7/22/2009,59.9,64,77.7,44.9,91,21,78.7,7,22,2009
200,7/23/2009,63.5,51,80.1,45.2,86,20,79.1,7,23,2009
201,7/24/2009,65.5,44,84.5,44.1,77,14,81.6,7,24,2009
202,7/25/2009,59.3,72,72.5,48,93,51,78.2,7,25,2009
203,7/26/2009,60.1,73,74,49.6,95,39,78,7,26,2009
204,7/27/2009,56.9,72,73.3,44.5,93,42,78.4,7,27,2009
205,7/28/2009,53.6,81,62.3,43.2,94,62,62.3,7,28,2009
206,7/29/2009,49.8,88,59.8,43.6,94,64,59.8,7,29,2009
207,7/30/2009,48.1,86,55.9,42.8,94,67,55.9,7,30,2009
208,7/31/2009,55,66,72.5,39.3,95,24,79,7,31,2009
209,8/1/2009,57.5,64,73.5,38.6,94,22,79.2,8,1,2009
210,8/2/2009,65.3,39,82.2,43.3,82,13,79.8,8,2,2009
211,8/3/2009,64.4,38,82.4,44.6,72,13,80,8,3,2009
212,8/4/2009,61.9,51,81.6,44.9,74,15,79.5,8,4,2009
213,8/5/2009,62,56,78.1,43.6,89,24,78.9,8,5,2009
214,8/6/2009,61.2,73,80.5,50.1,93,27,79.4,8,6,2009
215,8/7/2009,65.2,48,80.3,48,94,13,78.9,8,7,2009
216,8/8/2009,63.6,30,73,44.8,62,11,77.7,8,8,2009
217,8/9/2009,58,53,73.7,41.9,79,17,79.1,8,9,2009
218,8/10/2009,60.5,57,72.6,45.5,91,20,78.9,8,10,2009
219,8/11/2009,61.1,41,79,39.6,76,14,78,8,11,2009
220,8/12/2009,64.5,31,84.7,41.3,64,9,81.7,8,12,2009
221,8/13/2009,63.1,35,81.4,43.6,62,15,79.3,8,13,2009
222,8/14/2009,62.3,53,68.9,55.8,82,38,79.1,8,14,2009
223,8/15/2009,61.2,41,73.2,51.1,58,22,79,8,15,2009
224,8/16/2009,54.8,48,69.4,41.1,65,17,78.4,8,16,2009
225,8/17/2009,51.7,67,67.8,34.6,89,31,78.8,8,17,2009
226,8/18/2009,56.3,53,71.7,38.2,93,19,79.1,8,18,2009
227,8/19/2009,60.1,36,73.9,40.3,64,20,78.7,8,19,2009
228,8/20/2009,60.6,50,77.2,41.1,85,24,79,8,20,2009
229,8/21/2009,61.1,46,79.9,38.3,86,20,78.6,8,21,2009
230,8/22/2009,66.2,38,87.2,42.6,76,11,83.6,8,22,2009
231,8/23/2009,68,36,84.3,52.5,56,15,81.4,8,23,2009
232,8/24/2009,65.6,43,75.1,54.7,86,23,79.1,8,24,2009
233,8/25/2009,56.4,78,72.1,46.2,94,43,78.3,8,25,2009
234,8/26/2009,54.3,69,72.5,42.3,94,27,78.8,8,26,2009
235,8/27/2009,59.2,48,78.5,38.8,92,15,78.7,8,27,2009
236,8/28/2009,58.6,49,76.7,39.2,82,26,78.9,8,28,2009
237,8/29/2009,56.1,60,73.2,39.5,87,25,79.1,8,29,2009
238,8/30/2009,54.1,72,67.4,40.6,93,47,79,8,30,2009
239,8/31/2009,60.1,54,79.6,42.5,87,16,78.7,8,31,2009
240,9/1/2009,63.9,40,79.8,38.9,89,11,79.1,9,1,2009
241,9/2/2009,64,29,78.6,45.2,49,12,78.3,9,2,2009
242,9/3/2009,63.6,44,74.6,40.6,77,21,77.5,9,3,2009
243,9/4/2009,56.8,59,76.6,37.6,84,20,78.4,9,4,2009
244,9/5/2009,62.2,44,76.5,37.3,83,21,77.8,9,5,2009
245,9/6/2009,62.5,52,69.8,49.5,72,27,78.8,9,6,2009
246,9/7/2009,64.6,44,79.9,42.8,91,20,78.6,9,7,2009
247,9/8/2009,68.9,23,79.1,43.3,28,16,77.9,9,8,2009
248,9/9/2009,62.3,56,76.3,44.1,91,17,79,9,9,2009
249,9/10/2009,62.1,46,77.7,39.8,90,15,78.1,9,10,2009
250,9/11/2009,56.8,42,71.6,39.3,72,17,77.3,9,11,2009
251,9/12/2009,42.1,75,46.8,38.6,92,55,46.8,9,12,2009
252,9/13/2009,50.3,70,73.7,35,94,25,79.1,9,13,2009
253,9/14/2009,59.7,53,72.1,41.3,88,28,79.1,9,14,2009
254,9/15/2009,57.9,55,70.3,44.6,80,34,79.1,9,15,2009
255,9/16/2009,53,71,64.3,42.6,91,51,64.3,9,16,2009
256,9/17/2009,53.3,64,68.9,39.5,93,34,78.9,9,17,2009
257,9/18/2009,52.4,59,68.9,34.6,92,32,78.7,9,18,2009
258,9/19/2009,52.1,52,73.1,33.4,83,16,76.9,9,19,2009
259,9/20/2009,54,48,70.3,42.2,73,25,78.3,9,20,2009
260,9/21/2009,40,67,46.5,32.9,92,38,46.5,9,21,2009
261,9/22/2009,39.4,51,45.1,32.9,73,40,45.1,9,22,2009
262,9/23/2009,42.5,55,50.4,32.2,90,27,50.4,9,23,2009
263,9/24/2009,40.4,74,53.9,30.3,92,38,53.9,9,24,2009
264,9/25/2009,45.8,68,61.5,35.3,92,24,61.5,9,25,2009
265,9/26/2009,62.4,23,75.4,45.8,40,14,75.6,9,26,2009
266,9/27/2009,61.3,26,75.4,38.4,67,12,75.7,9,27,2009
267,9/28/2009,44.8,57,63.5,26.9,88,27,63.5,9,28,2009
268,9/29/2009,59.1,32,77.2,33.8,81,10,76.1,9,29,2009
269,9/30/2009,52.2,40,66.5,35.2,70,21,75.9,9,30,2009
270,10/1/2009,35,37,40.9,29.4,52,27,40.9,10,1,2009
271,10/2/2009,41.6,26,56.7,28.4,45,10,56.7,10,2,2009
272,10/3/2009,38.6,45,58.6,20,78,19,58.6,10,3,2009
273,10/4/2009,36.3,77,50.6,26.4,93,43,50.6,10,4,2009
274,10/5/2009,38.7,66,46.2,32.8,94,36,46.2,10,5,2009
275,10/6/2009,41.3,30,52.2,31.2,47,17,52.2,10,6,2009
276,10/7/2009,49.9,29,63.2,42.7,55,17,63.2,10,7,2009
277,10/8/2009,29.2,83,43.5,22.5,91,47,43.5,10,8,2009
278,10/9/2009,31.3,77,43.8,15.2,91,45,43.8,10,9,2009
279,10/10/2009,17.4,80,28.5,9.7,87,69,32,10,10,2009
280,10/11/2009,29,77,50.4,15.9,92,41,50.4,10,11,2009
281,10/12/2009,40.4,69,56.6,28.7,93,24,56.6,10,12,2009
282,10/13/2009,40.8,66,56.7,28.5,94,30,56.7,10,13,2009
283,10/14/2009,49,51,57.9,32.7,80,30,57.9,10,14,2009
284,10/15/2009,46.8,49,54.9,41.2,79,27,54.9,10,15,2009
285,10/16/2009,44.7,51,59.6,28.3,86,19,59.6,10,16,2009
286,10/17/2009,41.2,57,63.7,21.6,91,21,63.7,10,17,2009
287,10/18/2009,57.9,25,68.9,44,41,16,73.5,10,18,2009
288,10/19/2009,52.3,40,65.8,36,71,18,74.1,10,19,2009
289,10/20/2009,37.7,75,56.7,26.3,93,33,56.7,10,20,2009
290,10/21/2009,32,89,37.2,28.5,93,77,37.2,10,21,2009
291,10/22/2009,35.8,65,50.4,21.6,92,28,50.4,10,22,2009
292,10/23/2009,42.4,41,52.2,31.2,68,23,52.2,10,23,2009
293,10/24/2009,44.1,47,52,35.8,87,27,52,10,24,2009
294,10/25/2009,30.2,73,37.2,17.2,89,33,37.2,10,25,2009
295,10/26/2009,32.7,40,45.8,10,84,14,45.8,10,26,2009
296,10/27/2009,39.3,47,51,26.9,92,19,51,10,27,2009
297,10/28/2009,22.2,84,26.9,16.4,92,67,32,10,28,2009
298,10/29/2009,19.5,66,26.1,12.4,85,47,32,10,29,2009
299,10/30/2009,30.7,49,39.2,19.7,56,41,39.2,10,30,2009
300,10/31/2009,44,43,55.3,36.6,58,26,55.3,10,31,2009
301,11/1/2009,47.3,39,54.4,37.2,59,27,54.4,11,1,2009
302,11/2/2009,38.8,60,50.4,30.6,86,31,50.4,11,2,2009
303,11/3/2009,48.1,30,58,34.1,63,13,58,11,3,2009
304,11/4/2009,46,39,65.5,23.8,82,11,70,11,4,2009
305,11/5/2009,56.1,17,65.3,44.1,34,10,70.7,11,5,2009
306,11/6/2009,55.1,21,62.7,47.3,95,11,62.7,11,6,2009
307,11/7/2009,51.4,26,63.1,37.6,40,11,63.1,11,7,2009
308,11/8/2009,45.9,37,53.5,37.8,64,19,53.5,11,8,2009
309,11/9/2009,35.2,58,51.3,24.5,80,33,51.3,11,9,2009
310,11/10/2009,38.2,47,57.8,21,83,16,57.8,11,10,2009
311,11/11/2009,50.1,27,61,38.9,43,17,61,11,11,2009
312,11/12/2009,52,29,58.1,45.6,48,22,58.1,11,12,2009
313,11/13/2009,32.9,79,44.3,23,92,45,44.3,11,13,2009
314,11/14/2009,25.7,85,36.3,21.9,90,67,36.3,11,14,2009
315,11/15/2009,19.6,83,29,3.7,89,65,32,11,15,2009
316,11/16/2009,19.2,72,42.8,-0.4,88,40,42.8,11,16,2009
317,11/17/2009,28.8,69,53.9,13.5,89,27,53.9,11,17,2009
318,11/18/2009,35.7,48,54.2,15.2,88,16,54.2,11,18,2009
319,11/19/2009,32.7,53,45.2,17.8,85,26,45.2,11,19,2009
320,11/20/2009,30.4,47,52.3,13.5,86,10,52.3,11,20,2009
321,11/21/2009,42.7,25,48.9,28.2,78,9,48.9,11,21,2009
322,11/22/2009,35.6,36,43.9,26.7,79,15,43.9,11,22,2009
323,11/23/2009,26.5,40,33.5,21.6,78,28,33.5,11,23,2009
324,11/24/2009,32.6,29,45.5,15.6,45,15,45.5,11,24,2009
325,11/25/2009,39.7,38,51.9,28.2,57,26,51.9,11,25,2009
326,11/26/2009,46.4,23,54.1,33.7,42,14,54.1,11,26,2009
327,11/27/2009,47.3,14,55,35.9,23,6,55,11,27,2009
328,11/28/2009,37.4,43,48.3,26,86,15,48.3,11,28,2009
329,11/29/2009,27.6,71,39.8,16.5,89,36,39.8,11,29,2009
330,11/30/2009,32.3,47,50.2,12.4,85,16,50.2,11,30,2009
331,1/1/2010,32.1,49,40,22.1,61,41,40,1,1,2010
332,1/2/2010,32.1,50,39.1,22,77,39,39.1,1,2,2010
333,1/3/2010,23.1,64,33.4,9.2,85,34,33.4,1,3,2010
334,1/4/2010,25.7,48,36.5,7.6,82,25,36.5,1,4,2010
335,1/5/2010,34.3,51,40.1,28.4,60,43,40.1,1,5,2010
336,1/6/2010,18.4,68,36.3,-2.2,79,50,36.3,1,6,2010
337,1/7/2010,1.4,63,15.9,-10.5,75,49,32,1,7,2010
338,1/8/2010,23.5,24,38.2,-7,67,13,38.2,1,8,2010
339,1/9/2010,37.7,18,50.4,28,32,13,50.4,1,9,2010
340,1/10/2010,30.3,36,49.4,16.2,66,14,49.4,1,10,2010
341,1/11/2010,24.2,53,51.6,6.3,80,14,51.6,1,11,2010
342,1/12/2010,40.2,20,53.6,11.6,68,10,53.6,1,12,2010
343,1/13/2010,37.3,30,46,20.8,63,15,46,1,13,2010
344,1/14/2010,24.6,61,42,13.5,78,30,42,1,14,2010
345,1/15/2010,32.5,37,46.5,17.7,60,11,46.5,1,15,2010
346,1/16/2010,42.3,24,53.7,31.5,35,15,53.7,1,16,2010
347,1/17/2010,36.7,47,44.5,21.8,81,25,44.5,1,17,2010
348,1/18/2010,35,47,44.5,-10,83,20,44.5,1,18,2010
349,1/19/2010,31.4,56,41.6,23.8,89,30,41.6,1,19,2010
350,1/20/2010,25.6,52,33.2,15.4,68,37,33.2,1,20,2010
351,1/21/2010,29.5,44,41.8,22.4,68,22,41.8,1,21,2010
352,1/22/2010,32,45,45.1,21.6,84,20,45.1,1,22,2010
353,1/23/2010,27.1,38,33.1,22.4,53,25,33.1,1,23,2010
354,1/24/2010,23.9,39,30.1,20.5,55,24,32,1,24,2010
355,1/25/2010,25.6,35,33.8,-1.9,57,23,33.8,1,25,2010
356,1/26/2010,28.1,50,41.9,10.1,70,27,41.9,1,26,2010
357,1/27/2010,30.7,58,39.8,20.3,89,36,39.8,1,27,2010
358,1/28/2010,21.5,83,31.9,14.6,88,67,32,1,28,2010
359,1/29/2010,21.3,68,39.3,5.4,86,30,39.3,1,29,2010
360,1/30/2010,23.9,63,44.1,8.6,85,24,44.1,1,30,2010
361,1/31/2010,25.9,53,37.3,12.6,85,27,37.3,1,31,2010
362,2/1/2010,27.1,43,33.4,23.8,54,32,33.4,2,1,2010
363,2/2/2010,29.9,32,43.6,11.1,59,12,43.6,2,2,2010
364,2/3/2010,30.6,37,43.1,18.6,64,19,43.1,2,3,2010
365,2/4/2010,29,53,36.5,24.4,89,25,36.5,2,4,2010
366,2/5/2010,31.5,42,41.6,21.9,77,27,41.6,2,5,2010
367,2/6/2010,32,51,41.5,21.9,75,35,41.5,2,6,2010
368,2/7/2010,22.2,82,24.8,19.9,88,73,32,2,7,2010
369,2/8/2010,15.2,79,20,8.6,87,70,32,2,8,2010
370,2/9/2010,17.3,53,34.6,-7,79,23,34.6,2,9,2010
371,2/10/2010,27.5,40,34.6,22.2,47,32,34.6,2,10,2010
372,2/11/2010,27.3,39,34.9,19.4,60,27,34.9,2,11,2010
373,2/12/2010,29.1,48,35.5,19.2,63,35,35.5,2,12,2010
374,2/13/2010,30.4,45,36.6,25.7,57,33,36.6,2,13,2010
375,2/14/2010,16,63,25.7,3.4,85,37,32,2,14,2010
376,2/15/2010,15.2,42,32.4,0.1,65,16,32.4,2,15,2010
377,2/16/2010,18.4,52,39.5,-3.1,78,25,39.5,2,16,2010
378,2/17/2010,30.1,49,41.8,19.2,81,27,41.8,2,17,2010
379,2/18/2010,23,81,37,13.1,89,51,37,2,18,2010
380,2/19/2010,16.8,81,26.6,8.4,86,69,32,2,19,2010
381,2/20/2010,16.2,82,23.3,12.6,85,73,32,2,20,2010
382,2/21/2010,10.3,80,19.5,4.3,83,70,32,2,21,2010
383,2/22/2010,11,70,23.9,2,80,41,32,2,22,2010
384,2/23/2010,24,40,36.2,4.1,76,25,36.2,2,23,2010
385,2/24/2010,31.2,31,40.8,24.4,50,19,40.8,2,24,2010
386,2/25/2010,28,62,34.7,18.1,88,36,34.7,2,25,2010
